filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./arartekomaps-3.8/arartekomaps/locations/utils.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",18,8,16,"[18, 19]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./arartekomaps-3.8/arartekomaps/locations/utils.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",25,8,16,"[25, 26]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./arartekomaps-3.8/arartekomaps/places/models.py,hardcoded_sql_expressions,B608,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/89.html,Possible SQL injection vector through string-based query construction.,116,14,42,"[116, 117, 118, 119]",https://bandit.readthedocs.io/en/1.7.6/plugins/b608_hardcoded_sql_expressions.html
./arartekomaps-3.8/arartekomaps/places/utils.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",18,8,16,"[18, 19]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./arartekomaps-3.8/arartekomaps/places/utils.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",25,8,16,"[25, 26]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',120,13,15,[120],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',191,22,24,[191],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',244,26,28,[244],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',245,16,18,[245],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',246,15,17,[246],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: '',253,22,24,[253],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./arartekomaps-3.8/arartekomaps/settings.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",265,0,8,"[265, 266]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./arartekomaps-3.8/arartekomaps/settings.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",270,0,8,"[270, 271]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
