./scss/extension/compass/layouts.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,230,12,59,[230],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./scss/extension/compass/sprites.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with cPickle module.,19,4,28,[19],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_imports.html#b403-import-pickle
./scss/extension/compass/sprites.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,21,4,17,[21],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_imports.html#b403-import-pickle
./scss/extension/compass/sprites.py,try_except_pass,B110,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,"Try, Except, Pass detected.",199,12,20,"[199, 200]",https://bandit.readthedocs.io/en/1.7.6/plugins/b110_try_except_pass.html
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,108,16,39,[108],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,109,16,39,[109],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,110,17,39,[110],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,112,41,63,[112],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,113,41,63,[113],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
./scss/extension/extra.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,114,17,32,[114],https://bandit.readthedocs.io/en/1.7.6/blacklists/blacklist_calls.html#b311-random
