filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./synergy/conf/global_settings.py,hardcoded_bind_all_interfaces,B104,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/605.html,Possible binding to all interfaces.,9,12,21,[9],https://bandit.readthedocs.io/en/1.7.6/plugins/b104_hardcoded_bind_all_interfaces.html
./synergy/db/dao/base_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,8,54,[26],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/dao/base_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,62,8,53,[62],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/dao/job_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,8,40,[81],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/dao/unit_of_work_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,107,8,47,[107],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/dao/unit_of_work_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,119,8,47,[119],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/dao/unit_of_work_dao.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,133,8,50,[133],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/model/daemon_process_entry.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'token',16,8,15,[16],https://bandit.readthedocs.io/en/1.7.6/plugins/b105_hardcoded_password_string.html
./synergy/db/model/daemon_process_entry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,76,8,42,[76],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/model/freerun_process_entry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,8,42,[81],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/model/managed_process_entry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,76,8,42,[76],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/model/timetable_tree_entry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,4,85,[37],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/db/model/timetable_tree_entry.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,4,73,[38],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/mx/base_request_handler.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,14,8,51,[14],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./synergy/mx/base_request_handler.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,8,43,[30],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
